"","COUNTRY","ID","DATE","Q1","Q13A","WT","Q1001","Q1002","Q2061A","Q1COVID19","Q2ACOVID19","Q2BCOVID19","Q12COVID19_3","Q12COVID19_4","Q12COVID19_5A","Q12COVID19_5B","Q5COVID19","Q10COVID19_5","Q13COVID19","Q14COVID19","Q15COVID19_1","Q15COVID19_2","Q16COVID19","Q101","Q102","Q112_1","Q112_2","Q118","Q601_1","Q601_4","Q601_19","Q601_18","Q601_20","Q620","Q619_1A","Q619_1B","Q619_3A","Q619_4A","Q619_5A","Q601A","Q201A_1","Q201A_2","Q201B_6","Q201B_13","QLIB1","Q204A_3","Q204A_1","Q204A_2","Q521_1","Q521_2","Q521_4","Q204_11","Q204_20","Q204_25","Q210","Q211","Q700B_1","Q700B_13","Q700B_23","Q700B_5","Q725_1","Q725_4","Q725_23","Q725_15","Q732B","Q730B","Q734A","Q734B","Q727_1","Q727_4","Q727_5","Q104","Q104A_1","Q104A_2","Q104A_3","Q104A_4","Q104A_5","Q104A_6","Q104A_7","Q104A_8","Q1003","Q1010","Q1010B1","Q1010B2","Q1014C","Q1005","Q1005B","Q1005C","Q1005D","Q1005E","Q1006A","Q1006B_CODE","Q1016","Q1012","Q1012A","Q1012B","Q609","Q602_1","Q602_2","Q602_3","Q602_4A","Q602_4B","Q1011D","Q1011E","Q1011F"
"6256",7,668,"2021-03-21",7007,1,1.81590296578364,56,2,15,4,NA,1,3,3,2,NA,97,2,2,4,5,3,1,3,5,3,3,1,3,2,3,2,2,2,2,2,4,3,4,NA,3,2,2,2,NA,3,2,2,2,2,2,2,2,2,2,4,98,98,98,98,5,2,1,2,2,4,4,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,11,4,NA,NA,NA,4,NA,NA,3,1,6,1,2,4,4,4,4,NA,2,2,2
"6257",7,669,"2021-03-21",7001,1,0.677210282473952,50,2,2,3,NA,2,1,1,3,NA,4,1,3,97,2,5,1,3,4,1,3,1,1,3,3,3,3,3,4,4,4,4,4,NA,4,4,4,4,NA,3,3,3,4,4,4,3,3,3,1,1,3,3,3,3,4,4,4,4,1,4,2,2,2,1,1,1,0,0,0,1,0,0,0,NA,6,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2,1,11,1,2,1,4,4,4,NA,1,1,2
"6258",7,67,"2021-03-17",7003,1,1.76006994893281,56,2,16,2,6,NA,3,2,2,NA,4,2,1,98,7,2,1,3,4,2,3,1,2,3,3,2,2,3,4,2,4,4,2,NA,4,4,2,3,NA,4,4,4,3,4,4,4,4,3,1,4,98,98,98,98,4,4,4,4,4,4,4,4,3,98,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,2,7,1,NA,NA,NA,NA,1,16,2,1,6,1,1,4,4,2,4,NA,2,1,2
"6259",7,670,"2021-03-21",7004,1,0.909015734840469,35,2,15,2,2,NA,1,1,1,NA,1,2,1,4,4,5,1,3,2,1,1,4,3,1,1,1,1,3,3,3,3,3,3,NA,4,2,1,1,NA,3,3,2,1,4,4,2,3,3,1,2,3,3,3,3,4,4,4,4,2,1,3,3,1,1,1,1,0,0,0,1,0,0,0,NA,3,4,2,NA,3,4,NA,NA,NA,3,NA,NA,3,1,6,1,2,1,1,1,1,NA,1,1,2
"6260",7,671,"2021-03-21",7002,1,0.809173042166835,28,2,6,3,NA,2,3,1,3,NA,4,2,3,97,5,2,1,3,1,3,3,2,1,1,1,1,1,3,3,3,3,3,3,NA,2,4,1,1,NA,3,3,3,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,3,4,4,4,1,0,0,0,1,0,0,0,NA,5,4,2,NA,2,1,NA,NA,NA,NA,1,17,2,1,6,1,1,4,4,4,4,NA,1,1,2
"6261",7,672,"2021-03-21",7004,1,0.697235407229978,52,2,7,3,NA,2,1,1,1,NA,4,2,3,97,3,5,1,2,2,3,3,4,3,3,3,1,2,2,3,3,3,3,3,NA,1,1,2,2,NA,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,4,4,4,4,2,5,2,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,6,4,NA,NA,NA,3,NA,NA,2,1,6,1,1,4,4,4,4,NA,1,1,2
"6262",7,673,"2021-03-21",7005,1,1.03243780661254,43,2,6,1,6,NA,3,1,3,NA,4,3,2,1,5,1,1,2,3,1,1,3,1,4,4,1,2,2,4,4,4,2,4,NA,2,2,1,2,NA,2,4,4,4,4,4,2,4,4,2,2,4,4,4,4,5,5,5,5,4,4,4,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,8,4,NA,NA,NA,2,NA,NA,3,1,11,1,1,4,4,4,4,NA,1,1,2
"6263",7,674,"2021-03-15",7017,2,1.09385225881042,20,2,6,1,6,NA,3,1,2,NA,97,2,1,98,3,2,1,4,2,1,1,4,1,3,4,3,1,3,1,1,3,1,2,NA,4,3,1,2,NA,3,4,2,1,3,2,1,1,2,2,1,98,1,1,2,98,98,98,98,2,5,2,98,3,98,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,4,5,NA,NA,NA,NA,NA,NA,3,1,11,1,1,4,1,4,3,NA,2,1,2
"6264",7,675,"2021-03-12",7001,1,1.20471106963148,22,1,7,4,NA,99,3,2,3,NA,4,2,4,4,1,5,1,4,5,2,1,1,2,4,4,2,1,4,3,3,1,2,1,NA,3,4,1,2,NA,4,4,4,4,4,4,3,3,2,1,3,2,2,1,2,4,2,1,2,4,4,2,2,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,3,5,NA,NA,NA,NA,NA,NA,3,1,11,1,3,4,4,4,4,NA,2,1,2
"6265",7,676,"2021-03-22",7014,1,0.661899431382346,54,2,1,3,NA,2,3,3,3,NA,4,1,3,97,2,3,1,3,2,3,2,2,1,3,3,2,3,3,3,3,3,3,3,NA,2,2,1,1,NA,3,3,3,4,4,4,3,3,3,1,4,4,4,4,4,4,4,4,4,2,1,3,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,7,1,NA,NA,NA,NA,1,17,1,1,6,1,2,4,4,4,4,NA,2,1,2
"6266",7,677,"2021-03-13",7011,1,0.891534782842193,40,2,2,4,NA,3,2,1,3,NA,3,2,4,1,1,2,1,3,4,2,3,4,2,4,4,2,2,3,2,1,2,3,1,NA,4,2,2,2,NA,4,4,3,2,4,1,2,4,3,1,3,4,1,98,3,5,98,2,5,4,4,4,4,7,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,1,4,5,NA,NA,NA,NA,NA,NA,3,1,11,1,1,4,4,4,4,NA,1,4,2
"6267",7,678,"2021-03-17",7001,1,0.838946153304675,32,2,2,1,6,NA,3,3,3,NA,2,98,3,3,3,7,1,3,5,3,3,5,2,4,4,3,2,4,1,1,4,2,2,NA,4,4,1,3,NA,4,4,4,4,4,4,2,4,2,1,4,98,98,98,98,2,98,98,98,2,4,2,2,3,3,3,1,1,0,0,0,0,0,0,NA,6,4,1,1,4,1,NA,NA,NA,NA,1,1,3,1,5,1,1,4,4,4,4,NA,2,1,2
"6268",7,679,"2021-03-13",7001,1,1.20471106963148,19,1,2,4,NA,1,3,1,1,NA,4,2,4,97,7,2,1,4,5,3,2,3,2,4,4,3,1,3,1,1,1,1,1,NA,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,2,2,1,2,3,1,4,4,1,98,1,1,1,0,0,0,0,0,0,NA,4,1,NA,NA,4,6,NA,1,NA,NA,NA,NA,1,99,6,1,3,4,4,4,NA,NA,2,1,2
"6269",7,68,"2021-03-17",7001,1,0.735875827993793,52,1,1,4,NA,98,3,98,98,NA,4,97,4,97,5,3,1,4,2,3,3,5,1,4,3,3,2,4,4,2,4,2,2,NA,2,3,1,2,NA,4,4,4,4,2,4,2,4,4,1,2,4,1,1,3,3,98,98,98,2,5,1,1,7,7,7,1,0,0,0,0,0,0,1,NA,5,4,1,1,5,1,NA,NA,NA,NA,1,14,2,1,6,1,2,4,4,4,4,NA,2,2,2
"6270",7,680,"2021-03-24",7010,1,1.1257256991406,21,2,2,4,NA,1,3,3,3,NA,97,2,4,97,2,3,1,4,5,3,3,1,4,1,4,4,4,1,4,2,4,2,2,NA,4,2,4,2,NA,4,4,4,4,4,4,2,2,2,3,2,4,4,2,4,2,2,2,5,2,1,1,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,6,4,NA,NA,NA,1,NA,NA,2,1,6,1,1,3,3,3,3,NA,1,1,2
"6271",7,681,"2021-03-24",7001,1,0.838946153304675,26,2,12,4,NA,5,3,3,3,NA,97,1,4,97,5,3,1,4,3,3,3,4,1,4,4,4,2,4,4,4,4,4,2,NA,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,1,4,4,1,2,1,5,3,5,3,4,4,4,4,3,2,3,1,1,0,0,1,1,0,0,NA,5,4,1,2,3,4,NA,NA,NA,3,NA,NA,2,1,11,1,3,2,2,3,3,NA,1,1,2
"6272",7,682,"2021-03-24",7001,1,0.677210282473952,45,2,6,2,6,NA,3,3,3,NA,4,2,3,3,7,2,1,4,4,3,3,5,1,3,2,2,3,4,4,2,4,2,4,NA,4,4,1,3,NA,3,4,2,2,2,3,2,3,2,2,2,1,1,1,1,98,98,1,4,4,2,99,99,2,2,2,1,0,0,0,1,0,0,0,NA,5,4,1,1,5,4,NA,NA,NA,1,NA,NA,2,1,5,1,2,4,4,4,4,NA,2,1,2
"6273",7,683,"2021-03-23",7014,1,0.819978662763629,33,2,12,4,NA,6,2,1,3,NA,97,2,4,97,5,7,1,3,3,3,3,3,2,3,3,3,3,3,2,2,4,4,1,NA,4,3,2,3,NA,3,3,2,4,4,4,2,3,3,2,3,1,1,1,1,4,4,4,4,4,5,4,4,99,99,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,2,20,4,NA,NA,NA,1,NA,NA,1,1,5,1,1,4,4,4,4,NA,2,1,2
"6274",7,684,"2021-03-12",7002,1,0.879270291377597,32,1,2,3,NA,5,1,1,3,NA,4,2,3,97,6,5,1,4,5,1,1,3,2,4,4,1,1,1,3,2,3,2,1,NA,1,2,1,4,NA,3,4,2,4,1,2,2,4,1,3,1,1,2,1,4,5,5,1,5,4,5,1,1,2,2,2,1,0,0,0,0,1,0,0,NA,5,4,1,1,5,1,NA,NA,NA,NA,1,6,2,1,5,1,1,4,4,1,4,NA,2,1,2
"6275",7,685,"2021-03-13",7011,1,1.21648198444965,23,1,1,4,NA,4,2,1,1,NA,2,2,1,2,2,5,1,4,5,1,3,4,1,4,2,3,1,4,3,2,2,4,2,NA,99,99,1,98,NA,4,4,3,2,2,4,1,1,4,1,4,1,1,1,1,1,1,1,1,4,4,1,4,7,7,7,1,1,0,0,0,0,0,0,NA,2,4,1,2,14,2,NA,NA,NA,NA,1,NA,4,1,6,1,1,4,4,1,4,NA,2,2,2
"6276",7,686,"2021-03-23",7014,1,1.08360343095252,22,2,15,3,NA,2,1,1,3,NA,2,1,1,97,4,2,1,3,2,3,3,1,1,3,3,1,3,3,1,1,1,1,1,NA,4,4,1,4,NA,1,3,3,4,4,4,1,3,3,1,3,1,1,1,1,1,1,1,1,1,5,3,3,4,3,3,1,0,0,0,1,1,0,0,NA,6,1,NA,NA,5,4,NA,NA,NA,3,NA,NA,1,1,6,1,2,4,4,4,4,NA,2,1,2
"6277",7,687,"2021-03-23",7017,1,1.69787170323368,58,2,15,2,5,NA,3,3,3,NA,2,1,3,97,3,2,1,3,2,3,3,2,1,3,3,2,3,3,3,1,3,3,3,NA,4,1,1,2,NA,3,3,3,4,4,4,2,3,3,1,3,4,1,2,1,2,1,3,2,2,5,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,7,4,NA,NA,NA,1,NA,NA,3,1,6,1,1,4,4,4,4,NA,1,1,2
"6278",7,688,"2021-03-24",7008,1,1.18597210662746,23,2,15,2,6,NA,3,1,3,NA,97,1,4,2,1,3,1,3,2,1,2,1,1,4,3,3,1,4,1,1,4,1,1,NA,4,2,1,4,NA,4,4,4,4,4,4,3,3,3,2,3,4,2,2,2,2,2,2,2,4,1,4,4,4,4,4,1,1,0,0,1,0,0,0,NA,6,4,1,2,3,5,NA,NA,NA,NA,NA,NA,1,1,11,1,2,3,3,3,3,NA,2,1,2
"6279",7,689,"2021-03-23",7017,1,0.871108540892014,38,2,15,4,NA,6,3,98,98,NA,97,2,4,97,6,3,1,2,3,3,3,1,2,3,1,3,1,3,1,4,4,4,4,NA,98,3,1,98,NA,2,4,2,4,4,4,4,4,98,3,4,2,2,98,1,2,98,2,2,98,1,98,98,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,3,4,NA,NA,NA,1,NA,NA,2,1,5,4,1,3,3,3,3,NA,2,2,2
"6280",7,69,"2021-03-18",7001,1,0.882908119956581,35,2,15,1,1,NA,3,3,2,NA,97,1,4,1,2,3,1,4,5,3,3,3,3,4,4,1,2,3,1,1,3,1,1,NA,3,1,1,1,NA,3,2,2,2,2,2,2,4,2,4,NA,4,4,98,98,98,98,98,98,4,5,98,98,2,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,4,4,NA,NA,NA,2,NA,NA,2,1,99,1,2,4,4,4,4,NA,2,1,98
"6281",7,690,"2021-03-13",7009,3,0.816386516406983,28,2,7,3,NA,98,3,1,1,NA,4,1,2,2,5,3,1,4,2,1,1,1,1,4,1,3,1,1,3,3,1,3,2,NA,3,2,1,3,NA,3,4,3,4,3,4,2,3,2,1,3,2,2,1,4,2,98,1,98,2,1,98,98,7,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,5,4,NA,NA,NA,3,NA,NA,4,1,6,1,1,4,1,4,4,NA,2,1,2
"6282",7,691,"2021-03-24",7001,1,1.10866900736345,21,2,12,3,NA,1,3,1,3,NA,97,1,4,97,3,7,1,4,5,2,2,4,1,3,3,4,3,4,4,2,4,2,3,NA,2,2,2,3,NA,2,4,2,4,4,2,3,3,3,2,2,98,98,98,2,98,98,98,98,3,5,98,98,2,2,2,1,0,0,0,0,0,0,1,NA,6,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,3,1,99,1,1,3,3,3,3,NA,2,1,2
"6283",7,692,"2021-03-14",7017,1,1.18861077199601,23,1,15,2,1,NA,3,1,3,NA,97,2,2,2,7,2,1,3,4,1,3,1,1,4,1,3,2,3,3,2,1,2,3,NA,3,2,2,4,NA,2,4,2,2,3,3,2,4,2,2,3,2,2,2,98,2,3,2,98,1,5,4,4,2,2,2,1,1,0,0,1,0,0,0,NA,3,1,NA,NA,5,6,NA,1,NA,NA,NA,NA,3,1,5,1,2,4,4,2,4,NA,2,1,2
"6284",7,693,"2021-03-24",7014,1,0.819978662763629,26,2,1,3,NA,1,3,1,2,NA,4,1,3,97,1,3,1,3,4,3,3,1,1,3,3,3,3,4,3,4,4,4,4,NA,4,3,2,2,NA,4,2,4,4,4,4,4,4,3,1,3,4,4,98,98,4,98,2,98,4,5,4,4,2,2,2,1,0,0,0,0,0,0,1,NA,6,1,NA,NA,5,1,NA,NA,NA,NA,2,14,1,1,5,2,2,4,4,4,4,NA,1,2,2
"6285",7,694,"2021-03-13",7006,2,1.18002951582038,21,1,1,2,6,NA,2,1,3,NA,97,2,2,2,2,7,1,2,2,1,1,5,2,3,3,3,3,3,3,3,2,2,2,NA,4,1,1,2,NA,3,2,2,3,1,1,2,3,2,1,2,3,2,2,2,3,2,2,2,3,3,4,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,5,6,NA,1,NA,NA,NA,NA,3,1,6,1,2,4,4,4,4,NA,2,1,2
"6286",7,695,"2021-03-23",7014,1,0.862946706047091,41,2,1,1,1,NA,97,98,98,NA,97,2,3,97,7,5,1,4,98,1,2,4,2,2,2,3,2,2,1,1,4,1,4,NA,1,1,1,2,NA,3,3,3,98,98,98,98,4,2,1,98,98,98,98,98,2,2,2,2,98,5,98,4,2,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,6,4,NA,NA,NA,3,NA,NA,4,1,5,1,1,3,3,3,3,NA,1,1,2
"6287",7,696,"2021-03-22",7014,1,1.08360343095252,20,2,15,2,3,NA,1,1,1,NA,1,2,3,3,3,4,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,NA,2,2,2,2,NA,2,2,2,2,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,3,1,3,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,5,4,NA,NA,NA,3,NA,NA,2,1,6,1,2,4,4,4,4,NA,2,1,2
"6288",7,697,"2021-03-22",7014,1,1.08360343095252,24,2,15,2,2,NA,3,3,3,NA,4,2,3,97,3,5,1,3,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,NA,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,1,2,4,3,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,5,4,NA,NA,NA,3,NA,NA,3,1,6,1,1,1,1,1,1,NA,2,2,2
"6289",7,698,"2021-03-14",7011,1,0.84714327538358,25,2,2,2,4,NA,3,1,3,NA,97,1,4,2,98,98,1,4,4,1,3,1,1,4,4,4,3,1,1,1,3,3,1,NA,4,4,3,3,NA,2,4,4,2,2,2,4,1,2,2,3,98,98,98,98,98,98,98,98,98,4,98,98,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,7,4,NA,NA,NA,3,NA,NA,1,1,6,1,1,4,3,4,3,NA,2,3,2
"6290",7,699,"2021-03-23",7014,2,0.661899431382346,51,2,98,3,NA,1,3,3,3,NA,97,1,4,97,3,98,1,4,5,1,1,3,1,3,2,3,1,4,1,1,1,98,4,NA,4,4,1,4,NA,4,4,2,4,98,4,4,4,2,1,4,4,1,2,2,5,2,3,5,4,5,98,98,2,2,2,1,0,0,0,1,0,0,1,NA,2,7,1,2,2,4,NA,NA,NA,1,NA,NA,4,1,99,4,98,4,4,2,4,NA,1,1,2
"6291",7,7,"2021-03-16",7001,3,0.677210282473952,51,2,6,2,1,NA,3,1,1,NA,4,1,4,3,3,5,1,3,3,3,1,4,2,3,3,2,2,3,3,2,2,2,1,NA,4,4,1,1,NA,3,2,3,2,4,3,4,2,4,1,4,4,2,1,2,4,2,2,2,1,5,3,3,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,7,4,NA,NA,NA,3,NA,NA,1,1,8,1,1,4,4,3,4,NA,2,2,2
"6292",7,70,"2021-03-16",7001,1,0.911622595200379,28,1,1,2,4,NA,2,1,2,NA,4,1,2,98,3,1,1,4,2,3,3,3,1,3,2,2,2,2,1,1,4,3,2,NA,4,4,3,4,NA,4,3,4,4,4,4,3,3,3,1,4,4,1,2,2,2,98,98,98,2,4,99,99,7,7,7,1,1,0,0,0,0,0,0,NA,3,1,NA,NA,6,2,NA,NA,NA,NA,2,18,2,1,99,1,98,4,4,4,4,NA,2,1,2
"6293",7,700,"2021-03-14",7005,1,1.06601537733439,30,1,1,4,NA,3,3,2,3,NA,2,1,1,2,3,5,1,4,4,1,3,4,2,4,1,2,3,3,2,2,2,2,1,NA,4,4,1,4,NA,2,4,4,3,4,1,2,1,4,3,4,2,1,2,1,3,1,2,2,4,4,4,4,3,3,3,1,1,0,0,1,1,0,0,NA,2,1,NA,NA,5,1,NA,NA,NA,NA,1,17,2,1,6,1,3,4,4,4,4,NA,2,1,2
"6294",7,701,"2021-03-14",7001,1,1.20471106963148,23,1,6,4,NA,1,3,2,2,NA,97,1,2,1,2,7,1,4,3,2,3,5,2,4,4,1,3,3,3,1,2,2,3,NA,3,4,1,4,NA,2,4,4,2,2,2,3,3,4,1,3,1,1,98,98,2,3,1,5,2,5,4,3,2,3,3,1,1,0,0,1,0,0,0,NA,4,1,NA,NA,5,2,NA,NA,NA,NA,2,18,2,1,11,1,3,4,4,4,4,NA,2,2,2
"6295",7,702,"2021-03-23",7014,1,0.862946706047091,36,2,2,2,1,NA,3,2,3,NA,4,1,2,2,5,3,1,3,4,3,3,1,2,3,3,2,2,3,1,1,4,2,2,NA,2,2,2,2,NA,2,3,3,4,4,4,3,3,3,1,3,4,98,4,4,98,98,98,98,1,4,4,4,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,NA,2,1,NA,NA,NA,NA,1,5,3,1,5,1,1,3,3,3,3,NA,2,1,2
"6296",7,703,"2021-03-22",7005,3,0.791902897763872,51,2,1,3,NA,1,3,1,98,NA,97,98,1,97,7,5,1,3,3,3,3,1,4,3,4,3,1,4,4,2,4,2,4,NA,4,4,1,3,NA,4,3,3,2,4,4,4,4,4,1,4,4,4,4,4,5,3,2,3,2,5,98,1,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,10,4,NA,NA,NA,4,NA,NA,2,1,6,1,2,2,2,2,2,NA,1,1,2
"6297",7,704,"2021-03-22",7017,2,0.82773410162786,32,2,6,1,1,NA,3,1,3,NA,97,1,4,97,3,5,1,4,5,3,3,4,2,3,3,1,1,4,4,4,4,2,4,NA,4,2,2,4,NA,4,4,4,3,4,4,4,4,4,1,4,2,2,1,98,5,98,3,98,2,5,3,4,2,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,4,4,NA,NA,NA,1,NA,NA,3,1,5,1,3,4,4,4,4,NA,2,1,2
"6298",7,705,"2021-03-24",7014,2,0.862946706047091,42,2,1,4,NA,4,2,2,2,NA,97,2,1,98,2,3,1,4,4,1,2,4,1,3,4,2,2,2,2,1,2,1,98,NA,98,98,98,4,NA,4,4,3,4,4,4,4,4,3,98,NA,98,3,3,98,4,98,3,4,1,5,4,3,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,5,4,NA,NA,NA,2,NA,NA,4,1,11,1,1,4,3,3,3,NA,1,2,2
"6299",7,706,"2021-03-22",7014,1,0.661899431382346,53,2,16,4,NA,1,3,2,2,NA,97,2,4,97,3,2,1,3,4,3,3,3,1,4,1,2,3,3,4,4,4,4,2,NA,4,4,2,4,NA,4,4,4,4,4,4,2,4,4,1,4,2,2,2,98,98,98,98,98,2,1,98,98,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,9,4,NA,NA,NA,1,NA,NA,4,1,11,1,1,4,4,4,4,NA,2,2,2
"6300",7,707,"2021-03-22",7017,1,1.09385225881042,22,2,2,1,1,NA,3,3,2,NA,97,1,4,97,3,7,1,4,4,3,3,1,1,4,4,3,1,4,1,1,98,2,1,NA,4,4,4,4,NA,4,4,4,4,4,4,3,4,4,1,3,2,2,2,2,2,98,2,5,2,5,4,4,4,2,1,1,0,0,0,1,0,0,0,NA,6,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,4,1,11,1,2,4,1,4,4,NA,2,1,2
"6301",7,708,"2021-03-24",7001,1,0.677210282473952,48,2,16,4,NA,98,2,2,3,NA,97,1,1,3,2,3,1,3,2,1,1,1,1,2,4,1,2,3,4,2,4,1,4,NA,4,4,1,3,NA,4,4,4,4,2,4,4,4,4,1,4,2,3,1,2,5,3,2,4,1,5,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,5,4,NA,NA,NA,2,NA,NA,3,1,6,1,1,4,4,4,4,NA,2,2,2
"6302",7,709,"2021-03-23",7014,2,0.862946706047091,35,2,1,2,3,NA,3,3,3,NA,2,3,4,1,5,3,1,3,5,1,1,4,2,3,2,2,2,3,1,2,2,1,1,NA,4,2,1,2,NA,3,3,3,4,4,2,3,1,2,1,4,2,2,3,2,2,4,2,4,4,4,4,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,8,4,NA,NA,NA,4,NA,NA,4,1,5,1,1,3,3,3,3,NA,1,1,2
"6303",7,71,"2021-03-15",7003,1,1.13392342050213,22,2,1,3,NA,1,3,3,3,NA,97,1,3,97,5,3,1,4,2,2,3,1,1,3,2,3,2,2,1,2,3,2,1,NA,4,4,1,4,NA,4,2,2,3,3,4,2,4,97,1,2,3,98,98,2,98,98,1,4,3,4,98,98,2,1,2,1,1,0,0,0,0,0,1,NA,6,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,3,1,99,2,2,4,4,3,4,NA,1,2,2
"6304",7,710,"2021-03-22",7005,1,0.791902897763872,50,2,2,4,NA,4,3,3,3,NA,2,1,4,2,1,5,1,4,1,1,1,3,2,3,3,2,2,1,4,1,4,1,1,NA,4,2,1,2,NA,3,3,3,4,4,2,3,2,2,1,4,4,4,4,4,4,2,2,4,4,1,3,3,7,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,5,4,NA,NA,NA,2,NA,NA,3,1,6,1,1,3,3,3,3,NA,1,2,2
"6305",7,711,"2021-03-22",7004,3,1.77175635587199,58,2,2,4,NA,1,1,1,2,NA,97,1,4,97,3,5,1,4,5,3,3,4,4,4,4,4,1,4,3,3,2,2,2,NA,3,3,1,3,NA,4,4,4,3,3,3,4,4,4,1,4,4,2,4,4,3,2,99,4,1,4,4,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,7,4,NA,NA,NA,3,NA,NA,3,1,11,1,1,3,3,3,3,NA,2,2,2
"6306",7,712,"2021-03-22",7003,2,0.69263648104338,52,2,1,1,6,NA,3,1,97,NA,97,2,4,97,3,2,1,4,5,2,2,3,4,4,4,1,1,4,4,4,4,2,4,NA,4,3,2,3,NA,4,4,4,2,4,4,4,4,4,1,4,2,2,2,2,99,3,2,99,4,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,4,4,NA,NA,NA,3,NA,NA,3,1,11,1,1,3,3,3,3,NA,2,1,2
"6307",7,713,"2021-03-22",7005,1,1.03243780661254,41,2,6,1,1,NA,3,3,3,NA,2,2,1,2,5,2,1,4,3,1,1,4,1,4,4,1,1,1,2,1,1,2,2,NA,4,4,1,4,NA,4,4,4,1,4,1,2,4,2,4,NA,4,4,2,4,5,99,2,2,98,1,4,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,5,2,NA,NA,NA,NA,1,13,2,1,11,1,1,2,2,2,2,NA,2,1,2
"6308",7,714,"2021-03-23",7014,3,0.819978662763629,29,2,1,4,NA,1,3,1,3,NA,97,2,2,1,3,5,1,4,5,1,1,3,1,4,4,1,1,4,2,1,4,4,4,NA,4,3,2,3,NA,3,3,2,4,4,4,4,4,4,1,3,2,2,2,2,2,2,2,2,2,4,4,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,7,2,NA,NA,NA,NA,1,NA,2,1,11,1,1,3,3,3,3,NA,2,1,2
"6309",7,715,"2021-03-22",7008,1,0.897442546128265,27,2,1,1,6,NA,3,1,3,NA,4,1,4,97,2,3,1,4,2,2,2,1,1,4,1,4,1,4,1,1,4,1,4,NA,3,3,3,3,NA,4,4,4,2,2,2,4,4,4,1,3,4,2,2,2,3,3,3,3,2,4,4,4,3,3,3,1,1,0,0,1,0,0,0,NA,5,1,NA,NA,6,2,NA,NA,NA,NA,2,16,3,1,11,1,3,3,3,3,3,NA,2,1,2
